Name	Parent Skill	Mastery Level	Spell Cost	Casting Time 	Range 	Shape 	Duration	Effects	Container Breakdown	Add ons	Modifiers	Notes/Special Conditions	Flavor Line	Progressive spell conditions
Sweeping Roar	Anger	Novice	16	8	Self	Cone (30 ft)	Instantaneous	Enemies in a 30-ft cone are pushed 10 ft and must save or be knocked prone.	Containers: AoE (2) + Control (2) → inside Control: Push (3) + Knockdown (4).	Add-Ons: Range Self (1); Shape Cone 30 ft (3); Duration Instantaneous (1).	—	Novice notes: (1) Large or anchored foes may gain advantage to resist; (2) Friendly fire on allies in cone at G.O.D. discretion; (3) Does not move targets beyond terrain barriers; (4) If used near ledges, apply fall rules normally.	“Make space. Take space.”	
Battle Hymn of Fury	Anger	Master	28	14	Medium (60 ft)	Radius (30 ft)	2 Combat Rounds	Allies in area gain +10% accuracy and +2 damage for 2 rounds.	Container: AoE (2) → Stand-Alone: Buff (+10% = 3) + Buff (+2 dmg = 3).	Add-Ons: Range Medium (5); Shape Radius 30 ft (7); Duration 2 Combat Rounds (10).	Modifier: Component Requirement (chant or instrument) (–2).	Morale effect—ineffective on creatures immune to emotional influence. Effects stack with physical buffs but not with other morale-based Anger buffs.	“The hymn beats like war drums in every chest.”	
Vexing Aria	Anger	Master	22	11	Short (30 ft)	Cone (30 ft)	1 Combat Round	Enemies in cone suffer –10% rolls and –2 Initiative for 1 round.	Container: AoE (2) → Stand-Alone: Debuff (–10% = 3) + Stand-Alone: Decelerate/Slow (–2 Init = 5).	Add-Ons: Range Short (4); Shape Cone 30 ft (3); Duration Combat Round (5).	—	Stacks with fear-based debuffs but not with other Anger accuracy debuffs. Sound must be audible.	“A song that replaces thought with fury.”	
Ragequake	Anger	Master	21	11	Self	Sphere (40 ft)	Instantaneous	All creatures in 40 ft must save or be knocked prone; on fail, also pushed 10 ft.	Container: AoE (2) + Control (2) → inside Control: Knockdown (4) + Push (3).	Add-Ons: Range Self (1); Shape Sphere 40 ft (8); Duration Instantaneous (1).	—	Large or flying foes may gain advantage to resist; indoor spaces may collapse fragile objects.	“The ground itself answers my fury.”	
Wrath Unleashed	Anger	High Master	61	31	Long (120 ft)	Sphere (60 ft)	3 Combat Rounds + Lingering (1 step)	Allies in sphere gain +15% to rolls, +3 damage, and +2 Initiative for 3 rounds; Lingering: allies keep +5% for 1 extra step. Enemies in the same sphere suffer –10% to rolls and –2 Initiative for 3 rounds.	Containers: (1) AoE (2) → Buffs: +15% (4), +3 dmg (4), +2 Init (5). (2) Control (2) → inside: Debuff –10% (3) + Decelerate –2 Init (5).	Add-Ons: Range Long (7); Shape Sphere 60 ft (11); Duration 3 Combat Rounds (15) + Lingering 1 step (2).	Modifier: Backlash Risk (–5; at the end of each round the bard saves or loses 1 HP/energy from overexertion).	Allies may roleplay reckless pressure; G.O.D. can call Discipline checks to avoid overcommit. Sound must be audible. Morale bonuses don’t stack with other Anger morale effects.	“The roar that turns fighters into fire—and foes into cinders of doubt.”	
Seismic Fury	Anger	High Master	52	26	Self	Sphere (60 ft)	Instantaneous + Lingering (3 steps)	Enemies in sphere take 9 damage and must save or be knocked prone; on fail also pushed 10 ft. Lingering (3 steps): the area becomes a Spatial Bubble of unstable footing and hostile pressure; enemies in the zone suffer –10% to rolls while it persists.	Containers: AoE (2) + Control (2) → inside Control: Knockdown (4) + Push 10 ft (3) + Debuff –10% (3) + Stand-Alone Damage 9 (3 + 8×2 = 19). + Stand-Alone: Spatial Bubble (8) to create the lingering zone.	Add-Ons: Range Self (1); Shape Sphere 60 ft (11); Duration Instantaneous (1) + Lingering 3 steps (6).	Modifiers: Backlash Risk (–5; caster loses 1 step on a failed save) + Environmental Dependency (–3; reduced effect on solid stone/metal flooring).	Doesn’t move targets through solid barriers; flying/anchored foes may gain advantage to resist control; debris may create difficult terrain at G.O.D. discretion.	“The ground answers with a wrath all its own.”	
Rage Dominion	Anger	Grand Master	121	61	Line of Sight	Sphere (100 ft)	3 Combat Rounds + Lingering (2 steps)	Allies gain +20% rolls, +4 damage, and +3 Initiative for 3 rounds (lingering +5% rolls for 2 extra steps). Enemies suffer –20% rolls and –3 Initiative for 3 rounds. On cast, enemies must save or be Stunned/Dazed for 1 step and may be knocked prone. The zone becomes a Spatial Bubble: movement impeded and temporal stutters may freeze actions.	• AoE (2) → Buff +20% (5), Buff +4 dmg (6), Accelerate +3 Init (6), Debuff –20% (8), Decelerate –3 Init (6). • Control (2) → Stun/Daze (6), Knockdown (4). • Temporal/Spatial (5) → Spatial Bubble (8), Temporal Stasis (6).	Add-Ons: Line of Sight (10), Sphere 100 ft (32), Duration 3 Rounds (15), Lingering 2 steps (4).	Modifiers: Backlash Risk (–5), Per Success Assignment (+3), Component Requirement (–2).	• Grand Master effect; immune/mindless targets may resist morale effects. • Anger morale buffs don’t stack with other Anger sources. • Spatial Bubble creates difficult footing (movement –5 ft). • Temporal Stasis: entering/exiting zone may trigger a save to avoid losing 1 step (1/round). • Flying/anchored foes gain advantage vs. Knockdown; Push limited by terrain. • Casting in magical silence/vacuum fails unless percussion is used. • On Backlash fail, bard also suffers –1 Initiative next step. • Fragile terrain may collapse inside zone.	“The world marches to my fury.”	
Resonant Shiver	Harmonic	Apprentice	10	5	Short (30 ft)	Single Target	Combat Step	Deals 1 damage to object.	Container: Target (1) + Stand Alone: Damage (1 = 3)	Range: Short (4), Duration: Combat Step (2)		• Damage applied directly to object HP. • Fragile materials (glass, pottery, crystal) typically destroyed at G.O.D. discretion. • Audible ringing alerts others nearby.	A note that makes glass surrender and steel remember it can shake.	N/A
Quantum Hum	Harmonic	Apprentice	10	5	Self	Radius (10 ft)	Combat Step	Applies –5% penalty to rolls for 1 step.	Container: AoE (2) + Stand Alone: Debuff (–5% = 2)	Range: Self (1), Shape: Radius 10 ft (3), Duration: Combat Step (2)		• Debuff applies to all creatures in radius, ally or enemy. • Penalty fades once vibrations subside. • Described as a faint “engine-room” resonance.	The hum beneath reality’s skin.	N/A
Tuning Note	Harmonic	Apprentice	9	5	Touch	Single Target	Instantaneous	Heals 1 HP and grants +5% to next roll.	Container: Target (1) + Stand Alone: Healing (1 = 3) + Stand Alone: Buff (+5% = 2)	Range: Touch (2), Duration: Instantaneous (1)		• Healing minor wounds only; cannot restore lost limbs. • Buff applies only to the very next roll. • Requires bard’s direct focus/touch.	A note that realigns body and soul into harmony.	N/A
Harmonic Lattice	Harmonic	Novice	16	8	Self	Radius (10 ft)	Combat Step	Alters movement/pressure within a small zone (difficult movement feel; no damage).	Container: AoE (2) + Stand Alone: Spatial Bubble (8)	Range: Self (1); Shape: Radius (10 ft) (3); Duration: Combat Step (2)	None	• Affects all creatures/objects in the radius equally (ally and enemy). • Counts as an altered-movement zone; G.O.D. adjudicates edge cases (flying, burrowing). • Does not deal damage or apply numerical penalties by itself; it modifies the medium of movement. • Pairs well with ally positioning or choke points.	“Make the air thick and their choices slow.”	N/A
Dissonant Disarm	Harmonic	Novice	12	6	Short (30 ft)	—	Instantaneous	Force the target to drop a held item.	Container: Control (2) + Control: Disarm (5)	Range: Short (30 ft) (4); Duration: Instantaneous (1)	None	• Targets one creature holding a discrete item. • If multiple held items, G.O.D. selects most threatened/active unless specified. • Dropped item falls per normal rules; no damage inflicted by this spell.	“A single wrong note and the sword forgets its purpose.”	N/A
Chord of Coherence	Harmonic	Novice	15	8	Self	Radius (10 ft)	Combat Step	Allies in the radius gain +10% to rolls for 1 step; hidden details/energies are revealed or detected within the same area.	Container: AoE (2) + Stand Alone: Buff (+10% = 3) + Stand Alone: Reveal/Detect (4)	Range: Self (1); Shape: Radius (10 ft) (3); Duration: Combat Step (2)	None	• Buff applies to allies only; Reveal/Detect applies area-wide and is not limited to allies. • G.O.D. defines what “hidden” means in context (sounds, seams, faint auras). • Effects vanish when the tone ends; no lingering numerical bonuses remain. • Combines best with coordinated pushes or trap-spotting.	“Hold the note and watch the world snap into focus.”	N/A
Resonant Shatter	Harmonic	Master	28	14	Medium (60 ft)	Radius (10 ft from target)	Combat Round	Primary object takes 3 sonic damage; fragile nearby objects may shatter.	Container: Target (1) + Stand Alone: Damage (3 dmg = 9) + Nested Container: AoE (2) + Stand Alone: Create/Destroy (basic breakage = 5)	Range: Medium (5); Shape: Radius 10 ft (3); Duration: Combat Round (5)	None	• Primary target is most affected (direct damage). • Fragile items in 10 ft radius may fail at G.O.D. discretion. • Allies’ items safe unless ruled otherwise.	“One note, and the cracks spread from the heart outward.”	N/A
Harmonic Shielding	Harmonic	Master	31	16	Short (30 ft)	Radius (15 ft, centered on ally)	Combat Round	Primary ally gains +2 soak; companions within 15 ft also gain +1 soak.	Container: Target (1) + Stand Alone: Buff (+2 soak = 6) + Nested Container: AoE (2) + Stand Alone: Buff (+1 soak = 2) + Stand Alone: Spatial Bubble (8)	Range: Short (4); Shape: Radius 15 ft (5); Duration: Combat Round (5)	None	• Target ally is anchor; effect diminishes with distance. • Barrier drops if anchor ally is silenced or incapacitated. • Stacks poorly with other soak-based buffs.	“A harmony anchored in one soul, shared with all nearby.”	N/A
Quantum Chorus	Harmonic	Master	32	16	Medium (60 ft)	Sphere (20 ft around target)	Combat Step	Target suffers –2 Initiative; nearby foes –1 Initiative; allies in same sphere gain +1 Initiative.	Container: Control (2) + Control: Decelerate/Slow (–2 Init = 8) + Nested Container: AoE (2) + Stand Alone: Decelerate/Slow (–1 Init = 4) + Stand Alone: Accelerate/Hasten (+1 Init = 4)	Range: Medium (5); Shape: Sphere 20 ft (5); Duration: Combat Step (2)	None	• Primary target staggered hardest; ripple weaker on others. • Allies benefit equally inside zone. • Works only while bard sustains the chorus.	“Voices overlap, and one enemy’s stumble sets the rhythm for all.”	N/A
Fracture of the Infinite	Harmonic	High Master	67	34	Medium (60 ft)	Sphere (30 ft, centered on target)	Combat Round + Lingering (1 step)	Target suffers 10 sonic damage; all objects/creatures within 30 ft suffer 5 sonic damage and fragile materials collapse.	Container: Target (1) + Stand Alone: Damage (10 dmg = 21) + Nested Container: AoE (2) + Stand Alone: Damage (5 dmg = 11) + Stand Alone: Create/Destroy (major collapse = 12)	Range: Medium (5); Shape: Sphere 30 ft (8); Duration: Combat Round (5) + Lingering (2)	None	• Main target takes full brunt of resonance. • Fragile materials in the AoE automatically collapse. • Lingering step continues minor vibration damage (1d2 sonic). • Extremely loud; stealth impossible.	“A crack in the song, and the world sings itself apart.”	N/A
Symphony of Alignment	Harmonic	High Master	52	26	Line of Sight	Sphere (40 ft)	Combat Round + Lingering (1 step)	Allies gain +20% to rolls and +2 Initiative; enemies in zone suffer –20% rolls and –2 Initiative.	Container: Control (2) + Stand Alone: Buff (+20% = 5) + Stand Alone: Accelerate/Hasten (+2 Init = 5) + Nested Container: AoE (2) + Stand Alone: Debuff (–20% = 5) + Stand Alone: Decelerate/Slow (–2 Init = 5)	Range: Line of Sight (10); Shape: Sphere 40 ft (11); Duration: Combat Round (5) + Lingering (2)	None	• Allies and enemies equally affected in same zone. • Buff/debuffs are strong but brief; lingering extends the after-effect one step. • Requires bard to maintain tonal stability; silence cancels effects. • Risk: bard may suffer disorientation after casting (–5% to own rolls for 1 step).	“When all notes align, no motion can escape the song.”	N/A
Quantum Convergence	Harmonic	Grand Master	127	64	Line of Sight	Sphere (60 ft around target)	3 Combat Rounds + Lingering (3 steps)	Primary target takes 15 sonic damage and suffers Immobilize. Enemies within sphere take 8 sonic damage each round and –2 Initiative. Allies within sphere gain +2 Initiative and +10% accuracy. Fragile materials collapse; reality in the zone stutters and detunes.	Container: Target (1) + Stand Alone: Damage (15 dmg = 31) + Control (2) + Stand Alone: Immobilize (6) + Nested Container: AoE (2) + Stand Alone: Damage (8 dmg = 17) + Stand Alone: Decelerate/Slow (–2 Init = 5) + Stand Alone: Accelerate/Hasten (+2 Init = 5) + Stand Alone: Buff (+10% = 3) + Stand Alone: Create/Destroy (major collapse = 12)	Range: Line of Sight (10); Shape: Sphere 60 ft (17); Duration: 3 Combat Rounds (15) + Lingering 3 steps (6)	Backlash Risk (–5; caster risks phase-slip on failure)	• Primary target is the anchor; suffers the brunt (damage + immobilize). • Zone deals ongoing damage and init penalties to enemies each round. • Allies inside gain initiative surge and accuracy. • Fragile matter collapses automatically (G.O.D. adjudicates edge cases). • Backlash: on casting failure the bard phase-slips and loses 1 round of actions. • Zone is audibly/visually impossible; stealth is not feasible. • Overlapping delicate magical effects may collapse or cancel at G.O.D. discretion.	“The song aligns with itself, and the world cannot decide if it should exist.”	N/A
														
														
														
Soul Lock	Death	High Master	84	42	Medium (60 ft)	Cone (30 ft)	Combat Round (5)	Binds multiple foes with spectral chains; restrained targets suffer Immobilize and –2 to all rolls until freed.	Container 1: AoE (2) → Stand Alone: Control (2) → Anchor/Lock (6) + Immobilize (6); Nested Container: Target (1) → Stand Alone: Link/Bind (6, soul tether)	Add-Ons: Range: Medium (5); Shape: Cone (3); Duration: Combat Round (5); Multi-Target (3)	--	• Targets may attempt Resolve checks each step to resist. • Binding ignores armor, striking at soul level. • If caster concentration is broken, chains collapse instantly. • Cannot affect constructs or mindless undead. • May provoke fear in allies witnessing its use.	“Every soul has a chain—you need only find where it rattles.”	--
